id,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
8182,6.7,0.58,0.13,2.0,0.094,6.0,21.0,0.9964,3.35,0.54,9.2,5.0
8183,7.2,0.46,0.25,1.8,0.08,15.0,46.0,0.9956,3.32,0.59,9.4,6.0
8184,6.4,0.41,0.24,2.2,0.092,15.0,44.0,0.99458,3.47,0.56,11.6,6.0
8185,6.5,0.58,0.01,2.8,0.086,16.0,58.0,0.9956,3.19,0.64,9.2,6.0
8186,6.7,0.27,0.27,1.7,0.074,14.0,37.0,0.99735,3.31,0.62,9.5,5.0
8187,11.2,0.32,0.49,2.2,0.077,5.0,14.0,0.9972,3.3,0.63,9.7,5.0
8188,10.6,0.6,0.3,1.8,0.114,8.0,77.0,0.998,3.26,0.58,9.9,5.0
8189,6.8,0.6,0.08,2.4,0.072,21.0,53.0,0.9968,3.31,0.54,10.4,5.0
8190,8.3,0.36,0.34,3.1,0.086,14.0,31.0,0.9984,3.22,0.85,10.0,7.0
8191,7.1,0.5,0.13,1.9,0.0819999999999999,7.0,16.0,0.99476,3.39,0.6,9.9,6.0
8192,9.9,0.36,0.45,2.6,0.078,11.0,44.0,0.9988,3.17,0.81,9.3,5.0
8193,8.7,0.5,0.41,2.5,0.074,5.0,16.0,0.9962,3.27,0.61,10.0,6.0
8194,8.9,0.49,0.32,1.4,0.0969999999999999,21.0,94.0,0.9978,3.27,0.52,9.5,5.0
8195,7.5,0.69,0.0,2.1,0.111,18.0,94.0,0.99702,3.31,0.56,10.9,5.0
8196,7.8,0.38,0.28,2.3,0.075,11.0,67.0,0.9974,3.26,0.84,9.4,6.0
8197,6.4,0.635,0.0,2.1,0.074,5.0,20.0,0.9984,3.23,0.67,9.8,6.0
8198,5.0,0.51,0.26,1.6,0.077,6.0,17.0,0.9956,3.48,0.58,9.7,5.0
8199,7.0,0.715,0.0,1.9,0.071,10.0,22.0,0.99718,3.24,0.55,11.8,7.0
8200,8.3,0.39,0.27,2.1,0.078,15.0,37.0,0.9996,3.29,0.52,9.2,5.0
8201,7.1,0.4,0.49,1.6,0.074,15.0,28.0,0.99692,3.21,0.59,9.0,6.0
8202,8.8,0.715,0.22,1.7,0.0819999999999999,8.0,18.0,0.9966,3.24,0.59,9.2,6.0
8203,8.4,0.49,0.32,1.8,0.136,9.0,18.0,0.9956,3.24,0.56,10.5,5.0
8204,10.2,0.52,0.12,2.6,0.081,12.0,35.0,0.99685,3.36,0.53,10.7,6.0
8205,8.6,0.54,0.12,1.7,0.073,9.0,28.0,0.99476,3.22,0.6,10.9,5.0
8206,7.4,0.6,0.0,1.8,0.077,16.0,86.0,0.9946,3.45,0.6,9.7,6.0
8207,7.3,0.62,0.02,2.7,0.073,19.0,46.0,0.99622,3.36,0.59,10.9,6.0
8208,7.1,0.49,0.22,2.0,0.0819999999999999,16.0,86.0,0.9984,3.38,0.53,9.5,5.0
8209,7.2,0.56,0.07,2.2,0.077,19.0,62.0,0.9966,3.34,0.57,10.5,6.0
8210,7.9,0.31,0.26,1.5,0.064,32.0,48.0,0.9991,3.47,0.52,9.4,6.0
8211,8.9,0.59,0.28,3.1,0.0819999999999999,5.0,13.0,0.9976,3.27,0.57,10.4,6.0
8212,10.0,0.36,0.47,1.8,0.073,6.0,14.0,0.9984,3.1,0.52,9.4,5.0
8213,6.7,0.52,0.13,2.0,0.075,10.0,33.0,0.997,3.45,0.74,10.8,7.0
8214,7.7,0.46,0.32,2.1,0.086,28.0,59.0,0.9988,3.17,1.12,10.8,4.0
8215,6.6,0.52,0.0,5.2,0.059,6.0,28.0,0.99562,3.51,0.67,9.0,6.0
8216,7.0,0.43,0.04,2.6,0.076,6.0,12.0,0.9955,3.38,0.66,10.3,7.0
8217,10.6,0.51,0.32,1.9,0.093,5.0,15.0,0.9976,3.44,0.72,9.6,5.0
8218,7.5,0.54,0.25,2.6,0.076,17.0,89.0,0.9994,3.35,0.61,9.7,5.0
8219,7.6,0.63,0.0,2.1,0.083,15.0,34.0,0.99622,3.44,0.59,11.3,6.0
8220,10.9,0.41,0.51,2.8,0.052,6.0,14.0,0.9984,3.22,0.52,10.0,6.0
8221,6.5,0.59,0.14,2.1,0.094,16.0,86.0,0.9983,3.42,0.62,9.5,6.0
8222,7.3,0.46,0.54,2.1,0.08,5.0,14.0,0.9964,3.18,0.53,9.5,6.0
8223,7.3,0.46,0.14,2.4,0.078,7.0,25.0,0.99686,3.27,0.62,9.5,5.0
8224,6.6,0.4,0.39,2.1,0.074,32.0,68.0,0.99608,3.47,1.32,9.5,5.0
8225,8.6,0.69,0.44,2.0,0.071,3.0,15.0,0.9994,3.3,0.61,11.3,6.0
8226,9.1,0.6,0.39,1.9,0.09,10.0,28.0,0.9976,3.17,0.77,9.5,8.0
8227,7.8,0.38,0.2,2.5,0.093,10.0,47.0,0.9976,3.3,0.56,9.8,5.0
8228,7.8,0.48,0.24,1.7,0.077,12.0,29.0,0.99572,3.34,0.57,9.7,4.0
8229,11.0,0.43,0.54,2.1,0.076,7.0,26.0,0.9979,3.24,0.62,9.3,6.0
8230,10.7,0.42,0.35,1.9,0.074,18.0,43.0,0.9985,3.24,0.62,9.5,6.0
8231,7.0,0.62,0.1,2.1,0.074,5.0,10.0,0.99688,3.36,0.72,10.6,6.0
8232,8.1,0.34,0.22,2.2,0.079,19.0,38.0,0.99842,3.22,0.62,9.6,5.0
8233,9.0,0.5,0.3,2.1,0.08,6.0,15.0,0.9976,3.18,0.53,10.0,5.0
8234,7.6,0.4,0.23,1.7,0.079,6.0,14.0,0.99572,3.52,0.62,9.4,6.0
8235,8.6,0.3,0.39,6.3,0.084,5.0,22.0,0.99458,3.31,0.45,9.5,6.0
8236,7.7,0.34,0.32,2.1,0.0819999999999999,8.0,28.0,0.99734,3.37,0.7,9.2,6.0
8237,8.8,0.24,0.56,2.6,0.088,5.0,14.0,0.9972,3.15,0.52,9.8,5.0
8238,7.8,0.49,0.24,2.1,0.06,18.0,28.0,0.9971,3.38,0.83,9.5,5.0
8239,8.9,0.36,0.42,1.7,0.071,11.0,43.0,0.9973,3.21,0.56,9.2,5.0
8240,8.9,0.55,0.14,1.9,0.086,5.0,12.0,0.99604,3.41,0.62,9.3,4.0
8241,11.0,0.34,0.66,3.0,0.102,8.0,25.0,0.99562,3.3,0.62,11.3,6.0
8242,8.0,0.53,0.27,2.1,0.081,25.0,67.0,0.99745,3.31,0.57,9.5,5.0
8243,9.0,0.36,0.49,2.7,0.0969999999999999,15.0,46.0,0.9973,3.22,0.54,12.8,7.0
8244,11.5,0.34,0.66,2.0,0.076,6.0,20.0,0.9988,3.21,0.55,10.1,6.0
8245,9.0,0.69,0.24,2.2,0.0819999999999999,40.5,85.0,0.9977,3.16,0.56,11.9,7.0
8246,8.8,0.52,0.05,2.1,0.078,3.0,15.0,0.9967,3.46,0.53,9.5,5.0
8247,5.8,0.685,0.0,1.9,0.068,8.0,25.0,0.9958,3.41,0.61,11.4,6.0
8248,9.1,0.53,0.26,2.2,0.075,23.0,63.0,0.9976,3.14,0.73,11.4,7.0
8249,9.6,0.5,0.49,2.5,0.0969999999999999,6.0,21.0,0.9976,3.32,0.52,10.5,6.0
8250,7.0,0.47,0.24,2.5,0.073,9.0,26.0,0.9968,3.42,0.67,10.9,6.0
8251,7.7,0.38,0.34,2.2,0.059,8.0,18.0,0.99578,3.21,0.62,9.9,6.0
8252,7.0,0.54,0.19,2.6,0.079,12.0,21.0,0.99632,3.32,0.47,9.8,5.0
8253,7.0,0.58,0.06,3.2,0.067,5.0,10.0,0.99629,3.38,0.63,11.8,7.0
8254,5.0,0.57,0.0,1.6,0.095,5.0,14.0,0.9991,3.65,0.6,9.4,5.0
8255,7.3,0.38,0.49,2.0,0.0819999999999999,10.0,23.0,0.99774,3.28,0.61,9.3,6.0
8256,7.3,0.66,0.08,1.4,0.0969999999999999,17.0,94.0,0.9982,3.37,0.7,9.7,6.0
8257,8.3,0.725,0.24,1.7,0.08,3.0,9.0,0.9973,3.36,0.61,9.8,5.0
8258,7.4,0.59,0.21,2.7,0.074,31.0,85.0,0.9964,3.2,0.63,9.9,6.0
8259,7.3,0.61,0.01,1.8,0.086,9.0,27.0,0.99528,3.47,0.61,9.8,5.0
8260,8.9,0.28,0.44,2.0,0.076,8.0,23.0,0.99621,3.18,0.77,10.0,6.0
8261,9.0,0.54,0.21,1.8,0.07,5.0,11.0,0.9962,3.24,0.54,9.4,5.0
8262,8.3,0.53,0.22,2.4,0.074,6.0,15.0,0.9972,3.29,0.57,9.4,5.0
8263,7.9,0.39,0.29,2.3,0.081,6.0,17.0,0.9976,3.21,0.59,9.4,5.0
8264,8.3,0.39,0.45,2.3,0.074,4.0,12.0,0.9962,3.4,0.66,12.0,4.0
8265,8.9,0.61,0.09,2.2,0.086,13.0,21.0,0.9964,3.41,0.67,12.9,7.0
8266,7.6,0.6,0.24,2.1,0.078,20.0,49.0,0.99488,3.35,0.62,10.0,6.0
8267,9.3,0.58,0.0,1.8,0.094,7.0,28.0,0.99593,3.36,0.54,10.4,7.0
8268,6.7,0.41,0.26,2.6,0.1009999999999999,34.0,44.0,0.9976,3.31,0.57,9.2,5.0
8269,7.2,0.53,0.03,2.1,0.079,8.0,17.0,0.9966,3.36,0.76,10.9,5.0
8270,10.4,0.69,0.0,2.0,0.099,10.0,28.0,0.9961,3.38,0.62,9.5,5.0
8271,11.4,0.34,0.66,6.8,0.077,8.0,22.0,0.9982,3.26,0.65,9.5,7.0
8272,8.3,0.58,0.39,2.3,0.073,24.0,52.0,0.9982,3.2,0.62,10.2,4.0
8273,8.3,0.24,0.39,2.4,0.074,12.0,34.0,0.9988,3.27,0.58,12.5,6.0
8274,6.4,0.37,0.3,2.1,0.08,14.0,28.0,0.9976,3.6,0.62,11.4,7.0
8275,8.5,0.28,0.48,2.0,0.084,17.0,44.0,0.99688,3.2,0.76,10.5,3.0
8276,7.7,0.61,0.02,2.0,0.093,24.0,52.0,0.9976,3.51,0.49,10.3,7.0
8277,6.7,0.7,0.02,2.2,0.087,26.0,46.0,0.9952,3.35,0.52,11.1,5.0
8278,11.7,0.6,0.36,3.4,0.0969999999999999,6.0,15.0,0.99648,3.24,0.81,11.9,6.0
8279,8.6,0.57,0.08,2.1,0.087,21.0,43.0,0.9959,3.34,0.57,10.0,5.0
8280,5.4,0.78,0.05,2.2,0.073,5.0,12.0,0.99672,3.39,0.48,9.5,7.0
8281,9.2,0.31,0.49,2.2,0.074,19.0,28.0,0.9967,3.41,0.63,10.5,5.0
8282,7.7,0.49,0.12,2.8,0.077,9.0,42.0,0.9994,3.51,0.59,9.8,5.0
8283,6.9,0.34,0.46,2.3,0.077,25.0,49.0,0.9973,3.27,0.42,9.6,6.0
8284,6.4,0.64,0.0,1.4,0.071,13.0,31.0,0.9964,3.36,0.55,9.4,5.0
8285,7.3,0.69,0.0,2.0,0.092,6.0,15.0,0.99552,3.17,0.59,9.7,5.0
8286,7.3,0.4,0.29,3.0,0.061,15.0,86.0,0.9963,3.3,0.62,9.7,5.0
8287,6.9,0.33,0.39,2.2,0.075,15.0,34.0,0.99656,3.44,0.55,11.4,6.0
8288,7.9,0.41,0.56,2.2,0.084,12.0,21.0,0.9968,3.31,0.77,11.3,3.0
8289,5.9,0.5,0.03,1.9,0.076,32.0,54.0,0.9994,3.51,0.6,11.8,4.0
8290,6.9,0.59,0.12,2.2,0.0579999999999999,5.0,17.0,0.99418,3.54,0.56,12.2,6.0
8291,8.5,0.735,0.4,1.9,0.089,6.0,15.0,0.99704,3.27,0.55,9.0,5.0
8292,7.6,0.78,0.0,2.5,0.078,13.0,28.0,0.997,3.39,0.71,11.8,5.0
8293,11.5,0.67,0.05,3.2,0.069,7.0,21.0,0.9972,3.29,0.61,10.6,6.0
8294,7.4,0.61,0.0,2.0,0.065,12.0,24.0,0.9994,3.48,0.58,9.7,5.0
8295,7.5,0.43,0.43,1.9,0.062,15.0,67.0,0.9982,3.54,0.56,9.5,6.0
8296,7.9,0.28,0.49,3.0,0.092,12.0,81.0,0.99786,3.3,0.62,9.7,6.0
8297,8.3,0.31,0.36,1.4,0.06,16.0,86.0,0.9983,3.26,0.74,9.3,5.0
8298,10.2,0.24,0.42,2.0,0.068,6.0,24.0,0.99736,3.32,0.77,12.5,7.0
8299,8.3,0.9,0.44,2.0,0.076,13.0,27.0,0.9964,3.27,0.55,9.2,6.0
8300,7.2,0.72,0.04,1.3,0.077,6.0,16.0,0.99686,3.46,0.64,9.5,5.0
8301,7.1,0.31,0.31,2.6,0.078,7.0,15.0,0.99774,3.35,0.62,11.2,6.0
8302,7.2,0.56,0.12,2.5,0.078,5.0,15.0,0.9972,3.53,0.52,9.4,6.0
8303,6.7,0.715,0.08,2.0,0.078,16.0,28.0,0.9962,3.39,0.58,11.2,7.0
8304,6.8,0.6,0.0,2.0,0.088,13.0,31.0,0.9978,3.55,0.56,10.0,6.0
8305,7.3,0.58,0.22,2.5,0.078,26.0,59.0,0.99494,3.18,0.54,9.5,5.0
8306,8.1,0.3,0.29,2.3,0.085,19.0,58.0,0.99672,3.32,0.69,11.9,7.0
8307,7.7,0.38,0.26,2.0,0.077,6.0,24.0,0.99685,3.39,0.59,9.5,5.0
8308,7.9,0.36,0.26,4.1,0.0819999999999999,5.0,12.0,0.99566,3.28,0.62,11.1,6.0
8309,7.3,0.39,0.25,1.8,0.076,21.0,64.0,0.9972,3.5,0.85,9.4,4.0
8310,8.8,0.56,0.18,2.1,0.077,26.0,52.0,0.9962,3.31,0.58,9.9,5.0
8311,7.2,0.65,0.04,1.5,0.072,19.0,50.0,0.99498,3.2,0.59,10.1,5.0
8312,8.2,0.39,0.5,2.1,0.071,8.0,21.0,0.9957,3.3,0.67,10.7,6.0
8313,11.6,0.28,0.65,2.1,0.059,6.0,12.0,0.9988,3.14,0.65,10.8,7.0
8314,7.4,0.57,0.26,2.3,0.086,24.0,98.0,0.9986,3.29,0.62,10.9,6.0
8315,7.2,0.52,0.03,1.8,0.081,12.0,21.0,0.9982,3.48,0.54,9.5,5.0
8316,9.9,0.46,0.29,3.1,0.0819999999999999,10.0,22.0,0.9971,3.29,0.82,10.9,6.0
8317,9.6,0.44,0.4,1.9,0.078,10.0,22.0,0.9974,3.38,0.63,9.4,5.0
8318,7.1,0.86,0.02,2.6,0.076,17.0,26.0,0.99656,3.36,0.65,11.0,6.0
8319,7.6,0.64,0.0,2.5,0.078,19.0,46.0,0.99498,3.3,0.54,9.7,5.0
8320,6.5,0.59,0.0,2.1,0.0819999999999999,31.0,67.0,0.9978,3.51,0.82,10.6,6.0
8321,7.5,0.46,0.34,2.3,0.091,12.0,24.0,0.9986,3.25,0.66,9.6,5.0
8322,8.1,0.63,0.14,1.6,0.074,12.0,45.0,0.9964,3.36,0.6,9.8,5.0
8323,9.1,0.41,0.49,2.2,0.086,8.0,17.0,0.9994,3.29,0.63,9.3,5.0
8324,7.2,0.66,0.0,2.1,0.115,7.0,20.0,0.99702,3.45,0.58,10.6,5.0
8325,7.0,0.53,0.28,2.3,0.09,26.0,64.0,0.99704,3.31,0.57,10.4,6.0
8326,6.2,0.27,0.32,2.1,0.092,6.0,15.0,0.99668,3.43,0.56,9.3,5.0
8327,7.1,0.36,0.31,2.5,0.077,11.0,45.0,0.99668,3.22,0.76,9.8,5.0
8328,7.1,0.56,0.04,1.6,0.075,4.0,9.0,0.99672,3.16,0.54,9.5,5.0
8329,7.6,0.37,0.23,2.0,0.092,12.0,42.0,0.9988,3.36,0.6,12.5,6.0
8330,8.9,0.52,0.14,2.2,0.086,16.0,47.0,0.99745,3.27,0.47,9.7,6.0
8331,9.1,0.62,0.15,1.7,0.074,11.0,42.0,0.9991,3.43,0.58,10.6,5.0
8332,12.7,0.18,0.53,2.6,0.074,12.0,37.0,0.9973,3.32,0.57,9.7,5.0
8333,7.9,0.63,0.21,2.0,0.114,15.0,32.0,0.9986,3.44,0.53,9.2,6.0
8334,7.6,0.41,0.21,2.5,0.069,9.0,28.0,0.9955,3.51,0.94,10.9,6.0
8335,6.1,0.56,0.1,2.0,0.054,6.0,27.0,0.99786,3.39,0.65,9.9,6.0
8336,7.8,0.31,0.35,2.5,0.086,7.0,25.0,0.99688,3.41,0.62,9.2,6.0
8337,7.0,0.56,0.06,2.4,0.049,6.0,14.0,0.9972,3.36,0.61,10.3,6.0
8338,12.4,0.22,0.49,2.0,0.076,5.0,20.0,0.9976,3.1,0.55,9.6,5.0
8339,6.2,0.31,0.35,1.9,0.078,27.0,58.0,0.9964,3.43,0.65,9.6,6.0
8340,7.0,0.48,0.02,2.3,0.08,5.0,12.0,0.9955,3.39,0.47,10.5,5.0
8341,7.0,0.52,0.22,2.0,0.072,10.0,25.0,0.9976,3.41,0.55,9.5,5.0
8342,7.6,0.59,0.0,1.7,0.086,15.0,66.0,0.9964,3.58,0.57,9.4,6.0
8343,8.0,0.59,0.21,2.1,0.073,26.0,58.0,0.9964,3.24,0.57,9.9,5.0
8344,8.2,0.5,0.29,4.7,0.076,8.0,25.0,0.99685,3.33,0.67,9.8,6.0
8345,7.2,0.49,0.16,1.9,0.078,6.0,27.0,0.99572,3.35,0.56,9.8,5.0
8346,8.9,0.63,0.24,1.6,0.068,7.0,15.0,0.99588,3.2,0.62,11.4,5.0
8347,7.7,0.63,0.09,2.2,0.075,5.0,20.0,0.997,3.36,0.59,9.8,5.0
8348,7.4,0.78,0.22,2.1,0.069,23.0,54.0,0.9972,3.27,0.56,9.7,5.0
8349,8.8,0.39,0.28,2.2,0.077,26.0,61.0,0.9987,3.32,0.56,9.3,6.0
8350,6.2,0.62,0.09,2.1,0.079,6.0,19.0,0.9948,3.42,0.58,9.8,6.0
8351,7.0,0.59,0.02,2.1,0.077,23.0,53.0,0.9965,3.2,0.54,9.5,6.0
8352,9.3,0.28,0.49,1.9,0.081,5.0,13.0,0.99761,3.32,0.68,9.5,5.0
8353,6.4,0.59,0.0,2.3,0.079,8.0,19.0,0.99668,3.3,0.6,10.1,6.0
8354,10.6,0.32,0.41,2.4,0.085,6.0,11.0,0.997,3.26,0.52,9.4,5.0
8355,10.4,0.31,0.44,2.2,0.0969999999999999,12.0,24.0,0.9966,3.38,0.44,9.7,5.0
8356,7.1,0.735,0.08,2.4,0.077,7.0,17.0,0.9974,3.31,0.8,11.8,6.0
8357,10.5,0.39,0.49,2.1,0.093,15.0,27.0,0.9994,3.49,0.69,11.6,6.0
8358,10.0,0.58,0.2,2.1,0.086,7.0,15.0,0.99642,3.32,0.59,9.8,6.0
8359,10.6,0.49,0.49,2.3,0.079,6.0,15.0,0.99562,3.25,0.6,12.0,6.0
8360,7.8,0.41,0.28,1.6,0.079,11.0,77.0,0.9974,3.38,0.45,9.8,5.0
8361,6.8,0.51,0.19,2.3,0.092,19.0,47.0,0.9969,3.37,0.66,9.3,5.0
8362,7.6,0.66,0.0,2.2,0.081,15.0,31.0,0.99623,3.35,0.56,10.2,6.0
8363,7.1,0.44,0.2,2.2,0.0969999999999999,7.0,12.0,0.9974,3.39,0.57,10.4,6.0
8364,8.1,0.645,0.24,1.8,0.07,6.0,19.0,0.99745,3.34,0.51,9.7,5.0
8365,8.2,0.53,0.24,2.2,0.0819999999999999,5.0,10.0,0.99552,3.19,0.54,9.5,5.0
8366,9.0,0.55,0.66,1.9,0.074,25.0,135.0,0.99525,3.29,0.69,9.8,5.0
8367,7.3,0.5,0.03,2.2,0.085,7.0,32.0,0.99745,3.39,0.52,10.9,6.0
8368,10.3,0.57,0.43,2.0,0.074,8.0,24.0,0.9972,3.27,0.81,11.0,6.0
8369,7.3,0.45,0.26,2.4,0.081,6.0,34.0,0.9963,3.39,0.5,9.3,5.0
8370,8.8,0.42,0.44,2.2,0.078,11.0,21.0,0.9962,3.27,0.78,11.5,7.0
8371,10.5,0.24,0.48,1.8,0.095,5.0,16.0,0.99745,3.15,0.66,9.6,5.0
8372,7.6,0.41,0.12,1.4,0.074,26.0,52.0,0.9955,3.4,0.63,9.2,6.0
8373,9.1,0.46,0.23,2.3,0.095,21.0,55.0,0.99438,3.42,0.62,10.1,5.0
8374,7.0,0.65,0.24,2.0,0.073,24.0,42.0,0.9988,3.18,0.66,9.8,5.0
8375,7.6,0.43,0.21,2.3,0.0579999999999999,22.0,58.0,0.99638,3.38,0.56,9.2,5.0
8376,8.8,0.64,0.0,1.8,0.077,4.0,10.0,0.9994,3.29,0.54,10.5,5.0
8377,6.5,0.61,0.02,2.5,0.076,18.0,34.0,0.99593,3.41,0.6,9.6,5.0
8378,7.3,0.36,0.31,1.7,0.074,4.0,9.0,0.9965,3.49,0.56,9.3,6.0
8379,7.7,0.67,0.09,2.4,0.076,23.0,49.0,0.9965,3.43,0.57,10.9,5.0
8380,7.1,0.38,0.29,1.7,0.114,20.0,110.0,0.9994,3.39,0.52,9.2,5.0
8381,6.3,0.74,0.0,2.6,0.075,6.0,14.0,0.997,3.36,0.52,11.7,6.0
8382,7.8,0.41,0.4,2.4,0.074,10.0,31.0,0.99572,3.29,0.72,12.3,6.0
8383,9.9,0.46,0.34,3.65,0.078,6.0,32.0,0.9976,3.45,0.55,10.5,6.0
8384,6.2,0.48,0.15,2.4,0.068,9.0,21.0,0.9956,3.34,0.56,11.3,5.0
8385,8.3,0.42,0.32,2.0,0.068,11.0,20.0,0.9983,3.14,0.6,9.5,6.0
8386,10.6,0.34,0.57,2.6,0.0819999999999999,26.0,98.0,0.9966,3.05,0.61,9.4,8.0
8387,9.9,0.41,0.42,2.0,0.089,8.0,31.0,0.99622,3.36,0.53,10.5,6.0
8388,8.0,0.52,0.17,2.2,0.075,4.0,17.0,0.9982,3.58,0.52,10.0,6.0
8389,10.0,0.54,0.22,1.8,0.072,10.0,35.0,0.9972,3.24,0.7,10.9,7.0
8390,7.3,0.38,0.3,2.2,0.063,9.0,27.0,0.9973,3.39,0.57,10.8,5.0
8391,7.0,0.38,0.3,2.1,0.077,16.0,59.0,0.99572,3.38,0.68,10.2,6.0
8392,8.9,0.46,0.23,2.0,0.096,14.0,86.0,0.9964,3.26,0.59,9.1,5.0
8393,8.9,0.45,0.48,1.8,0.084,5.0,16.0,0.9978,3.22,0.6,10.2,5.0
8394,6.6,0.56,0.0,1.4,0.084,14.0,27.0,0.99502,3.35,0.61,11.6,6.0
8395,7.7,0.36,0.32,2.6,0.078,24.0,44.0,0.9955,3.2,0.59,9.9,6.0
8396,7.4,0.39,0.09,5.4,0.0819999999999999,31.0,134.0,0.99685,3.56,0.6,9.4,5.0
8397,7.1,0.62,0.0,2.3,0.081,8.0,18.0,0.9964,3.4,0.49,9.5,5.0
8398,9.1,0.22,0.45,2.7,0.081,7.0,15.0,0.9982,3.19,0.6,11.3,7.0
8399,8.9,0.28,0.4,1.4,0.085,9.0,28.0,0.9994,3.15,0.72,9.5,5.0
8400,7.6,0.47,0.24,2.5,0.078,25.0,51.0,0.99685,3.33,0.73,9.9,5.0
8401,8.0,0.52,0.22,2.1,0.094,24.0,47.0,0.9974,3.32,0.6,9.8,6.0
8402,7.0,0.38,0.26,1.6,0.08,10.0,47.0,0.99588,3.41,0.58,9.5,6.0
8403,7.7,0.66,0.0,2.5,0.071,19.0,49.0,0.9964,3.42,0.8,9.4,5.0
8404,7.7,0.57,0.26,2.4,0.087,17.0,60.0,0.9982,3.2,0.63,9.8,5.0
8405,9.9,0.34,0.24,2.0,0.063,9.0,22.0,0.9968,3.26,0.59,10.1,6.0
8406,9.5,0.55,0.33,2.6,0.07,18.0,35.0,0.9969,3.16,0.57,9.5,5.0
8407,7.3,0.835,0.11,3.0,0.074,10.0,21.0,0.9962,3.39,0.57,9.4,5.0
8408,9.3,0.41,0.4,3.2,0.075,12.0,23.0,0.9988,3.28,0.51,10.5,5.0
8409,7.2,1.04,0.26,2.0,0.078,14.0,33.0,0.99576,3.16,0.65,11.9,7.0
8410,12.9,0.34,0.49,1.7,0.084,3.0,9.0,1.0004,3.15,0.58,10.8,6.0
8411,8.9,0.41,0.41,2.1,0.0819999999999999,6.0,42.0,0.9978,3.27,0.56,12.0,6.0
8412,10.2,0.37,0.49,2.0,0.0819999999999999,6.0,16.0,0.9972,3.38,0.53,9.7,5.0
8413,8.2,0.49,0.4,2.1,0.078,6.0,16.0,0.99526,3.25,0.64,9.4,6.0
8414,11.6,0.43,0.49,1.8,0.088,5.0,13.0,0.9988,3.2,0.62,9.4,5.0
8415,7.1,0.735,0.0,2.0,0.065,15.0,47.0,0.99467,3.48,0.8,11.3,7.0
8416,8.0,0.53,0.29,2.2,0.0819999999999999,9.0,20.0,0.9978,3.3,0.55,9.5,5.0
8417,6.8,0.69,0.0,2.5,0.077,6.0,19.0,0.9994,3.49,0.69,10.8,6.0
8418,7.1,0.54,0.13,2.3,0.073,8.0,18.0,0.99572,3.29,0.58,9.9,5.0
8419,7.9,0.58,0.17,2.3,0.077,10.0,24.0,0.9961,3.12,0.57,9.7,5.0
8420,7.7,0.47,0.21,1.7,0.07,17.0,94.0,0.99448,3.22,0.6,9.3,6.0
8421,8.2,0.56,0.27,2.8,0.093,8.0,21.0,0.99748,3.16,0.56,9.3,6.0
8422,10.0,0.51,0.45,2.1,0.0819999999999999,5.0,11.0,0.9978,3.27,0.58,11.7,5.0
8423,7.2,0.56,0.04,1.8,0.088,5.0,13.0,0.9982,3.38,0.54,10.0,5.0
8424,10.3,0.52,0.37,2.2,0.079,5.0,12.0,0.998,3.16,0.74,9.7,5.0
8425,6.9,0.64,0.01,1.9,0.079,14.0,28.0,0.9956,3.28,0.66,9.6,5.0
8426,8.1,0.35,0.35,2.3,0.084,7.0,21.0,0.99516,3.42,0.63,9.8,5.0
8427,9.0,0.42,0.36,2.3,0.084,7.0,16.0,0.9958,3.3,0.64,11.0,6.0
8428,7.8,0.67,0.07,2.0,0.071,6.0,23.0,0.9952,3.33,0.59,10.5,6.0
8429,10.8,0.29,0.49,2.0,0.076,6.0,15.0,0.9976,3.26,0.62,9.2,5.0
8430,8.1,0.49,0.15,2.1,0.0819999999999999,19.0,58.0,0.9978,3.1,0.52,9.4,5.0
8431,7.9,0.56,0.03,2.4,0.085,6.0,18.0,0.9962,3.38,0.61,11.2,6.0
8432,10.0,0.35,0.47,1.7,0.093,18.0,32.0,0.9972,3.2,0.68,10.8,5.0
8433,6.6,0.59,0.0,2.1,0.068,5.0,14.0,0.9994,3.44,0.63,9.9,5.0
8434,7.2,0.68,0.06,2.2,0.077,19.0,54.0,0.9958,3.36,0.48,11.1,7.0
8435,7.7,0.43,0.3,2.0,0.0819999999999999,16.0,35.0,0.99656,3.12,0.69,11.8,6.0
8436,8.0,0.49,0.04,2.9,0.074,10.0,26.0,0.9981,3.67,0.58,11.0,6.0
8437,8.3,0.28,0.42,2.1,0.073,5.0,10.0,0.9971,3.35,0.8,11.9,4.0
8438,10.3,0.66,0.31,2.6,0.073,29.0,52.0,0.99572,3.3,0.68,12.1,7.0
8439,8.7,0.39,0.38,1.8,0.073,21.0,42.0,0.9966,3.33,0.57,9.7,5.0
8440,6.5,0.7,0.0,2.1,0.074,8.0,25.0,0.9968,3.48,0.84,9.8,5.0
8441,7.1,0.41,0.24,2.2,0.084,20.0,147.0,0.9974,3.34,0.5,9.6,5.0
8442,7.8,0.44,0.07,2.9,0.067,7.0,17.0,0.9962,3.3,0.56,9.2,5.0
8443,7.7,0.53,0.03,2.5,0.069,9.0,25.0,0.9982,3.49,0.53,10.5,4.0
8444,6.6,0.62,0.0,2.3,0.0819999999999999,24.0,44.0,0.99458,3.5,0.7,11.8,6.0
8445,7.9,0.67,0.17,2.0,0.06,11.0,44.0,0.99786,3.51,0.58,9.3,5.0
8446,7.5,0.53,0.03,2.8,0.077,16.0,26.0,0.9971,3.59,0.62,9.2,5.0
